signal,doa,ref_sp
-1.3637873,-100.0,2.4842014e-28
1.5003607,-100.0,2.5483212e-28
0.9949214,-22.708836,2.614086e-28
-0.83149743,-100.0,2.6815377e-28
1.1012857,-42.471405,2.7507193e-28
2.0406852,28.328608,2.8216744e-28
-0.69244087,-100.0,2.8944483e-28
0.0,-13.832899,2.9690868e-28
0.3753687,31.456873,3.0456377e-28
0.6734248,-41.79886,3.124149e-28
0.7640646,-22.237713,3.2046704e-28
0.70436925,-3.9136357,3.2872533e-28
0.5367827,-100.0,3.37195e-28
0.14250658,-41.55512,3.4588135e-28
-0.30750436,-23.7593,3.547899e-28
-0.5327561,-23.426123,3.639263e-28
-0.6958044,4.8962326,3.732963e-28
-0.8478498,40.093937,3.8290583e-28
-0.625191,-100.0,3.9276096e-28
-0.16359456,-1.0588048,4.0286788e-28
0.07933511,40.645786,4.1323297e-28
0.34276614,-37.777664,4.238628e-28
0.80277306,-11.0892515,4.3476405e-28
1.4142135,21.166296,4.459436e-28
-0.062490422,-14.976488,4.574084e-28
-1.4086909,9.082517,4.6916583e-28
0.18698321,31.505806,4.812231e-28
1.3921664,-23.944645,4.9358797e-28
-0.31001562,3.4395106,5.062681e-28
-1.3647689,31.598219,5.192715e-28
0.4306268,-100.0,5.326063e-28
1.3267123,-42.766144,5.4628093e-28
-0.54787475,9.963272,5.603039e-28
-1.278294,-5.340753,5.746841e-28
0.66084373,17.060015,5.8943047e-28
1.219892,35.815083,6.045523e-28
-0.7686514,-100.0,6.20059e-28
-1.1519626,-31.27846,6.359604e-28
0.87045586,15.683092,6.5226635e-28
0.0,-19.921274,6.689871e-28
-1.4128323,6.2601237,6.8613305e-28
0.12485877,20.89325,7.0371496e-28
1.4017979,-100.0,7.217439e-28
-0.24874237,-100.0,7.40231e-28
-1.3798153,40.663593,7.5918786e-28
0.37068328,-100.0,7.786263e-28
1.3470563,-32.031532,7.9855854e-28
-0.4897291,38.49848,8.189969e-28
-1.3037765,-16.243425,8.399542e-28
0.6049501,6.5067205,8.614433e-28
1.2503142,44.11784,8.834779e-28
-0.71544635,-26.171816,9.060716e-28
-1.1870868,-0.17699346,9.292384e-28
0.82035494,35.71104,9.529926e-28
1.114588,-100.0,9.773493e-28
1.4142135,-5.843913,1.0023234e-27
1.4055216,28.849714,1.0279304e-27
1.3795528,-7.7122197,1.0541864e-27
1.3366263,9.83464,1.0811075e-27
1.2772697,27.637333,1.1087106e-27
1.2022128,-100.0,1.1370126e-27
1.112378,-31.316908,1.1660312e-27
1.0088695,27.542053,1.1957844e-27
0.89296,-100.0,1.2262905e-27
0.766074,-23.985495,1.2575685e-27
0.6297713,44.94583,1.2896378e-27
0.4857273,-8.304107,1.3225182e-27
0.33571267,20.624187,1.35622995e-27
0.1815714,42.705414,1.390794e-27
0.025198217,-23.030256,1.4262317e-27
-0.1314847,-4.3736887,1.462565e-27
0.0,27.959703,1.4998162e-27
-0.1565529,-6.9452257,1.5380084e-27
-0.31118143,23.034168,1.577165e-27
-0.46198484,40.56002,1.6173103e-27
-0.6071095,-100.0,1.6584691e-27
-0.7447714,-37.23863,1.7006666e-27
-0.8732785,19.297907,1.743929e-27
-0.991051,-24.826336,1.7882828e-27
-1.0966414,-5.0767612,1.8337551e-27
-1.1887517,11.948441,1.8803742e-27
-1.2662497,-100.0,1.9281688e-27
-1.3281826,-44.81061,1.977168e-27
-1.3737893,-31.039934,2.027402e-27
-1.4025091,-100.0,2.0789017e-27
-1.4139891,-42.023293,2.131699e-27
-1.408088,12.970896,2.1858257e-27
2.3895054,-100.0,2.2413154e-27
1.3105465,-100.0,2.298202e-27
-0.2636671,9.067329,2.3565205e-27
-0.1898304,-100.0,2.4163064e-27
0.7406645,-100.0,2.4775966e-27
0.7395971,-37.448902,2.5404283e-27
0.31230542,-35.389675,2.6048403e-27
0.77897793,-20.172619,2.6708716e-27
1.2333539,-1.7759534,2.7385628e-27
0.10623045,-100.0,2.8079552e-27
-1.4865497,-100.0,2.8790914e-27
-1.216925,11.360696,2.9520146e-27
0.43105003,-100.0,3.0267694e-27
0.86749583,-100.0,3.1034011e-27
-0.32459912,31.168238,3.181957e-27
-1.0973984,-100.0,3.2624845e-27
0.0,8.154389,3.345033e-27
-0.027382625,39.794582,3.4296525e-27
0.9204488,-100.0,3.516395e-27
1.4295815,-100.0,3.6053124e-27
0.23834878,-14.132738,3.6964597e-27
-0.97620004,-33.390266,3.7898916e-27
-0.13960919,-8.71811,3.8856654e-27
1.6293999,22.246775,3.9838392e-27
1.8723345,-100.0,4.0844726e-27
0.804075,14.786584,4.187626e-27
0.43332958,44.067387,4.293363e-27
0.82355976,-21.215885,4.4017476e-27
0.48815504,-4.1001167,4.5128452e-27
-0.23642077,21.389088,4.6267227e-27
0.3588848,-18.974998,4.74345e-27
1.7829711,9.041585,4.863097e-27
1.4142135,36.56214,4.9857365e-27
1.3265661,-13.8766165,5.1114427e-27
1.0744877,3.290867,5.2402917e-27
0.6892241,27.366543,5.3723608e-27
0.21852969,-43.09628,5.5077305e-27
-0.27925202,-10.411207,5.6464822e-27
-0.74241984,38.065136,5.7887e-27
-1.113563,-100.0,5.934469e-27
-1.3466774,-100.0,6.0838775e-27
-1.4128683,44.104282,6.237016e-27
-1.3039308,-100.0,6.3939765e-27
-1.0333681,-2.4544013,6.554853e-27
-0.63471717,42.304585,6.719744e-27
-0.15739158,-43.089027,6.888746e-27
0.33944306,11.290309,7.061964e-27
0.794203,37.851307,7.239499e-27
0.0,-42.431942,7.42146e-27
-0.49012494,-20.093298,7.6079556e-27
-0.9194978,26.866547,7.799097e-27
-1.2348968,-21.864742,7.9950005e-27
-1.3972275,-5.0944757,8.1957826e-27
-1.3863688,34.634518,8.401564e-27
-1.2036664,-100.0,8.612468e-27
-0.87176687,-100.0,8.8286216e-27
-0.43180987,-21.323545,9.0501536e-27
0.061670948,-100.0,9.277197e-27
0.5475075,18.196903,9.509887e-27
0.9654793,38.693497,9.748364e-27
1.2637777,-29.015593,9.99277e-27
1.405428,-11.866512,1.0243251e-26
1.3728724,12.558779,1.04999574e-26
1.170146,-35.904636,1.0763041e-26
1.4142135,-2.1023858,1.10326604e-26
-0.8083049,38.315746,1.1308977e-26
-0.49022755,-100.0,1.1592153e-26
1.3686917,-30.665253,1.188236e-26
-1.0743455,-2.8054166,1.2179769e-26
-0.14059053,-100.0,1.2484559e-26
1.2350566,-100.0,1.279691e-26
-1.2712222,4.100215,1.3117008e-26
0.21809737,-28.830364,1.3445045e-26
1.0219116,4.5855474,1.3781215e-26
-1.3862606,34.93647,1.412572e-26
0.5627447,-38.942646,1.4478759e-26
0.74297833,-15.987847,1.4840547e-26
-1.4120549,42.871277,1.5211298e-26
0.87116385,-100.0,1.559123e-26
0.41621384,-44.325497,1.5980572e-26
0.0,34.760162,1.637955e-26
1.1604496,-38.494064,1.6788405e-26
-1.3265282,-7.9101124,1.7207378e-26
0.35592562,44.55974,1.7636716e-26
0.919664,-100.0,1.8076672e-26
-1.407208,-100.0,1.852751e-26
0.68893754,0.55370903,1.8989494e-26
0.6196726,-100.0,1.9462898e-26
-1.3972951,-21.4073,1.9948003e-26
0.97759736,21.250977,2.0445093e-26
0.27978817,-35.238663,2.0954463e-26
-1.2974277,-13.054108,2.1476413e-26
1.2033217,22.452267,2.2011251e-26
-0.07810836,-100.0,2.2559296e-26
-1.1140348,-24.562918,2.3120864e-26
1.3515791,1.0781628,2.3696292e-26
1.4142135,-100.0,2.4285918e-26
1.3925877,-100.0,2.4890085e-26
1.3283714,-10.938951,2.5509155e-26
1.2235287,-100.0,2.6143485e-26
1.0812662,-16.58639,2.6793454e-26
0.90593445,13.208282,2.745944e-26
0.70289606,-7.403539,2.814184e-26
0.47836053,8.933879,2.8841044e-26
0.239195,39.279716,2.9557475e-26
-0.007285972,-100.0,3.0291544e-26
-0.25354412,-22.889317,3.1043686e-26
-0.49204797,19.761158,3.181434e-26
-0.71550316,-100.0,3.260396e-26
-0.91707575,12.408532,3.3413005e-26
-1.0906008,40.065205,3.4241953e-26
-1.2307713,-100.0,3.5091285e-26
0.0,-43.21576,3.59615e-26
-0.24637282,-6.1844115,3.6853107e-26
-0.4852107,-42.869045,3.7766626e-26
-0.709209,-2.9267602,3.870259e-26
-0.9115172,26.808617,3.966155e-26
-1.0859479,-100.0,4.064406e-26
-1.2271663,3.2376225,4.1650697e-26
-1.3308536,42.626842,4.268205e-26
-1.3938385,-100.0,4.3738713e-26
-1.4141948,-6.3639884,4.4821308e-26
-1.3912998,43.344704,4.5930462e-26
-1.325854,0.79640764,4.7066822e-26
-1.2198586,24.715614,4.823105e-26
-1.0765556,41.35179,4.9423824e-26
-0.9003277,-100.0,5.0645835e-26
-0.6965644,2.719395,5.18978e-26
2.0081139,33.0866,5.3180435e-26
0.26365253,-100.0,5.449449e-26
-0.035375144,-100.0,5.5840733e-26
0.72673166,20.185963,5.721994e-26
-1.4818647,-100.0,5.8632906e-26
-1.1862918,-42.40559,6.0080466e-26
0.050590485,12.369521,6.156344e-26
-1.2730101,-100.0,6.30827e-26
0.18154301,-39.865044,6.463912e-26
1.5286067,-6.3633666,6.62336e-26
0.052210614,-100.0,6.786707e-26
1.1311142,-100.0,6.954046e-26
1.2062349,-10.668548,7.1254755e-26
-1.0635401,-100.0,7.301093e-26
-0.22556552,-37.332767,7.481001e-26
-0.43195423,22.383047,7.665303e-26
0.0,-44.49398,7.854105e-26
-1.4088452,-19.136574,8.047516e-26
-0.013720797,1.5995394,8.2456475e-26
-1.1721288,-12.264645,8.448614e-26
-1.3530861,21.571253,8.6565325e-26
0.8939712,39.666542,8.869522e-26
0.101907894,-100.0,9.0877054e-26
0.36026302,-35.521957,9.311209e-26
1.994134,26.707424,9.5401596e-26
0.14444186,-100.0,9.7746904e-26
-0.1821068,-6.9109383,1.0014935e-25
0.5663592,36.015793,1.02610324e-25
-1.58931,-100.0,1.0513123e-25
-1.1728021,-100.0,1.0771352e-25
0.13878578,7.3971987,1.1035867e-25
-1.125083,-100.0,1.130682e-25
1.9506133,-6.1712766,1.1584366e-25
1.1518977,31.522106,1.1868665e-25
-0.083416864,-100.0,1.2159878e-25
-0.053450212,-38.348602,1.2458172e-25
0.8839083,-6.0606894,1.2763719e-25
0.8926501,-13.287395,1.3076692e-25
-0.47582915,4.439675,1.3397272e-25
-1.5492926,42.892006,1.372564e-25
-1.0668068,-29.220392,1.4061984e-25
-0.08179827,17.612408,1.4406497e-25
-0.3095734,35.53545,1.4759374e-25
-1.4666902,-36.502415,1.5120818e-25
-1.700785,2.2308128,1.5491034e-25
-0.44967902,20.550688,1.5870232e-25
0.6732137,-40.22386,1.625863e-25
0.33242115,-4.517678,1.6656448e-25
0.0,11.49378,1.7063913e-25
-0.6473785,-25.032885,1.7481255e-25
0.13705046,-9.900472,1.7908714e-25
1.5377877,22.578857,1.8346531e-25
1.7091899,-100.0,1.8794954e-25
0.5867585,1.4938611,1.925424e-25
-0.03311762,24.693003,1.9724647e-25
0.7341705,-36.576668,2.0206444e-25
1.5062329,28.312294,2.0699905e-25
0.78192997,43.611687,2.1205306e-25
-0.7166029,-100.0,2.1722937e-25
-1.117284,-100.0,2.2253088e-25
-0.23790103,-22.862434,2.279606e-25
0.1759895,-100.0,2.3352164e-25
-0.82280445,-100.0,2.3921711e-25
-1.8942643,-44.060787,2.4505022e-25
2.3748875,-100.0,2.510243e-25
0.8818394,-24.140276,2.5714267e-25
-0.21474385,0.872753,2.6340884e-25
0.09211974,-36.286064,2.6982632e-25
-1.3357154,-17.641378,2.7639874e-25
-1.7902563,7.1883106,2.831298e-25
0.10235282,0.5980209,2.900233e-25
0.17014179,15.700889,2.9708312e-25
-0.32585406,42.92198,3.0431323e-25
0.9247679,-21.576555,3.117177e-25
0.45240694,6.537148,3.193007e-25
-0.81092626,20.77778,3.270665e-25
0.4566772,-100.0,3.3501944e-25
0.9502396,-100.0,3.43164e-25
-0.04715798,9.223388,3.5150478e-25
0.74766695,-100.0,3.6004645e-25
0.0,-100.0,3.687938e-25
-0.54044205,9.033492,3.7775171e-25
0.69149023,-36.749805,3.8692525e-25
-0.09698404,16.121027,3.9631953e-25
-1.5888613,38.423923,4.059398e-25
-0.5793901,-100.0,4.1579147e-25
-0.2692545,-100.0,4.2588007e-25
-0.6686461,19.068047,4.362112e-25
1.2552942,-100.0,4.4679065e-25
2.1098754,-43.303413,4.5762437e-25
0.5956805,19.443106,4.6871837e-25
0.5084763,-100.0,4.8007886e-25
0.14402169,-11.836065,4.9171214e-25
-1.9181858,34.6529,5.036248e-25
-1.5807639,-100.0,5.1582343e-25
-0.059881084,-100.0,5.283148e-25
2.378106,15.740146,5.4110588e-25
0.75807077,-100.0,5.5420383e-25
0.07547229,-26.312466,5.676159e-25
0.5472664,-11.079889,5.8134956e-25
-0.738156,-100.0,5.954125e-25
0.22427124,-100.0,6.098125e-25
1.4401401,-7.117192,6.2455755e-25
-0.26309946,-100.0,6.3965585e-25
-0.42520192,-100.0,6.5511585e-25
-0.6250726,-9.06923,6.70946e-25
-2.1681693,-13.056085,6.871552e-25
-0.69085634,19.896444,7.0375233e-25
0.329069,43.71391,7.2074666e-25
-0.77053565,-100.0,7.3814765e-25
-0.05311166,-37.642162,7.559648e-25
-0.61429685,-21.815401,7.742081e-25
0.0,-100.0,7.928876e-25
-1.1092097,-100.0,8.1201363e-25
0.40937993,-11.871714,8.315968e-25
0.26020592,-100.0,8.516478e-25
0.71676314,-100.0,8.721778e-25
2.3249924,13.717505,8.931982e-25
0.74856937,-100.0,9.147205e-25
-0.12324062,-40.190643,9.367565e-25
0.66980106,42.730125,9.593186e-25
-0.3446235,-100.0,9.824191e-25
0.43369505,-15.886151,1.0060706e-24
1.7148131,34.753162,1.0302863e-24
-0.11552002,-100.0,1.0550794e-24
-0.56597275,-100.0,1.0804635e-24
-0.4864623,-11.253511,1.1064529e-24
-1.9150672,-100.0,1.1330614e-24
1.9576118,2.0143332,1.16030405e-24
0.40414587,25.559517,1.1881955e-24
-0.391471,-100.0,1.2167512e-24
0.5897255,-15.554215,1.2459868e-24
-0.84683233,9.197045,1.2759183e-24
-1.8636655,-100.0,1.3065622e-24
-0.03310967,-100.0,1.3379352e-24
0.064441904,15.546824,1.3700546e-24
-0.6144237,-27.766594,1.4029377e-24
1.2811905,-0.803046,1.4366029e-24
1.5995603,35.79278,1.4710682e-24
-0.20017584,-100.0,1.5063528e-24
0.32198042,-100.0,1.5424757e-24
0.45391884,34.169975,1.5794569e-24
-1.628581,-100.0,1.6173163e-24
-1.215122,-100.0,1.6560748e-24
0.0,6.854915,1.6957533e-24
0.31906056,-100.0,1.7363738e-24
-1.6406808,-8.082459,1.7779582e-24
-1.2722,22.666353,1.820529e-24
0.42850867,-100.0,1.8641099e-24
-0.37747237,-100.0,1.908724e-24
-0.039096817,16.320297,1.954396e-24
1.8734488,-29.519812,2.0011504e-24
0.8358267,-10.843899,2.049013e-24
-0.35265976,3.8218853,2.0980095e-24
0.6756782,-24.777946,2.1481667e-24
-0.36396673,-4.2188063,2.1995116e-24
-1.9282324,36.37878,2.2520723e-24
-0.4120232,-100.0,2.3058773e-24
0.11217086,-34.574486,2.3609556e-24
-0.83045125,17.81464,2.417337e-24
1.4142135,-100.0,2.4750523e-24
-0.1669234,-11.903664,2.5341326e-24
-1.3748088,36.874104,2.5946099e-24
0.4914681,-100.0,2.656517e-24
1.2587901,-100.0,2.719887e-24
-0.7886248,-24.891405,2.7847545e-24
-1.0726231,-100.0,2.8511545e-24
1.041834,-100.0,2.9191228e-24
0.82668227,15.300143,2.9886962e-24
-1.236985,-100.0,3.059912e-24
