signal,doa,ref_sp
1.9185694,-100.0,0.008241566
0.45587197,26.16522,0.008183975
-1.0665519,-100.0,0.008126745
-0.1356779,-10.73562,0.008069874
-0.3232117,4.935502,0.00801336
-0.40052396,-100.0,0.007957201
1.484677,-100.0,0.007901396
1.4142135,13.984432,0.007845941
1.1289984,-100.0,0.007790835
0.388396,-100.0,0.0077360775
-0.5088679,21.259655,0.007681665
-1.2008774,-100.0,0.007627596
-1.4085068,-100.0,0.007573869
-1.0480078,-29.45754,0.0075204824
-0.2647895,-32.384964,0.0074674333
0.62523305,21.86253,0.0074147205
1.2630646,38.856915,0.0073623424
1.3914326,-100.0,0.007310297
0.95855916,-100.0,0.007258582
0.13904595,-15.6781435,0.0072071957
-0.7365521,-23.889482,0.007156137
-1.3150581,5.913663,0.0071054036
-1.3631288,29.894613,0.0070549934
0.0,-100.0,0.0070049055
-0.8516822,-100.0,0.006955137
-1.359834,-13.243241,0.006905687
-1.3194898,-100.0,0.0068565537
-0.7469227,-19.089922,0.0068077347
0.12691957,4.1965175,0.006759229
0.94956815,-8.141435,0.0067110346
1.3892035,6.4835887,0.0066631497
1.2684966,38.078594,0.0066155726
0.63613504,-100.0,0.0065683015
-0.2528148,-100.0,0.006521335
-1.0397905,22.244009,0.0064746705
-1.4073614,-27.194275,0.0064283074
-1.2072659,4.46046,0.0063822437
-0.5202135,38.323345,0.0063364776
0.3766697,-33.935978,0.0062910076
1.4142135,23.307617,0.006245832
1.039589,42.439617,0.0062009487
0.11419118,-100.0,0.0061563565
-0.87170506,-100.0,0.006112054
-1.3957727,25.393005,0.0060680388
-1.1803613,-100.0,0.00602431
-0.33959553,-44.76759,0.0059808656
0.6810877,19.714499,0.005937704
1.3409312,-100.0,0.005894824
1.2903507,-3.281906,0.0058522234
0.55614346,17.610987,0.005809901
-0.472708,-100.0,0.0057678553
-1.2511193,-100.0,0.005726084
-1.3666886,-11.365323,0.0056845867
-0.75818765,-100.0,0.0056433612
0.25200048,-100.0,0.005602406
0.0,-26.72541,0.005561719
0.95877767,-100.0,0.0055213
1.4095958,-100.0,0.0054811463
1.1136113,31.494452,0.005441257
0.22763665,-4.8287845,0.00540163
-0.7789398,18.913359,0.005362264
-1.3728346,32.953106,0.005323158
-1.2394029,-25.4937,0.00528431
-0.4493367,-1.8629758,0.0052457186
0.5787877,28.346375,0.0052073826
1.3002709,-28.165108,0.0051693
1.3328718,4.1320043,0.0051314696
0.6593184,34.67816,0.0050938902
-0.36354128,-100.0,0.00505656
-1.1937971,-100.0,0.005019478
-1.3915803,40.157085,0.004982642
1.9362254,-100.0,0.004946051
-0.9418212,-36.319332,0.004909704
-1.0119495,-1.8185266,0.004873599
1.9106607,-100.0,0.004837734
-0.848047,-28.418144,0.004802109
-1.0529733,32.24094,0.004766722
1.8348286,-100.0,0.004731572
-0.73685896,-100.0,0.0046966565
-1.0604607,-30.934134,0.0046619745
1.7112815,-100.0,0.0046275253
-0.61498106,-4.138368,0.004593307
-1.0312196,23.387884,0.004559319
1.5441662,-40.455498,0.0045255586
-0.48933008,10.874619,0.0044920254
-0.9634628,36.042686,0.004458718
1.3390671,-32.244328,0.0044256346
0.0,24.89613,0.0043927743
-0.049180303,43.24173,0.0043601356
-0.10597353,-24.538471,0.0043277177
0.30150872,-2.3473046,0.0042955186
-0.17958811,29.599516,0.004263537
-0.28107733,-100.0,0.004231772
0.5938729,-100.0,0.004200222
-0.28173593,-2.8128912,0.004168886
-0.4702279,-34.54596,0.004137763
0.8682788,1.6175479,0.004106851
-0.35351172,24.86927,0.004076149
-0.6666385,-100.0,0.0040456555
1.1165614,-100.0,0.00401537
-0.39426532,-9.890381,0.003985291
-0.86290157,-100.0,0.0039554164
1.3314976,-21.728685,0.003925746
1.9770089,-4.619813,0.0038962783
0.42922065,-100.0,0.003867012
-1.0411348,-19.886707,0.0038379456
-0.23040886,2.5235455,0.0038090784
-0.3151972,-27.217144,0.003780409
-1.2775333,-8.242686,0.0037519361
0.18243498,39.544678,0.0037236586
1.9423997,-100.0,0.0036955753
0.6316425,-100.0,0.003667685
-0.79376066,-14.971787,0.0036399865
-0.088381566,-100.0,0.003612479
-0.33528483,-18.891499,0.0035851607
-1.4857188,22.875008,0.0035580308
-0.09366086,-100.0,0.0035310881
1.8409323,-37.892136,0.0035043317
0.777726,22.657753,0.00347776
0.0,-8.8159075,0.0034513723
0.2155788,6.557144,0.003425167
-1.3986616,36.97633,0.0033991435
-1.3074001,-100.0,0.0033733004
1.0523733,-100.0,0.0033476367
1.3537002,30.662708,0.003322151
-0.0663638,-14.626175,0.0032968426
0.22744654,16.369669,0.0032717104
0.41565454,33.754734,0.003246753
-1.3756896,-100.0,0.0032219694
-1.5253185,-39.483402,0.0031973587
0.77657443,3.7215905,0.0031729199
1.245757,-100.0,0.0031486514
0.022159541,-40.13576,0.0031245528
0.43712384,0.14532813,0.0031006227
0.6531849,-8.798036,0.0030768602
1.4142135,10.3329735,0.0030532642
1.156654,35.894955,0.0030298335
0.47778985,-100.0,0.0030065672
-0.3751065,-31.28841,0.0029834644
-1.0913725,10.850144,0.002960524
-1.4101123,-44.564606,0.0029377448
-1.2152268,-3.982031,0.002915126
-0.5777019,35.914574,0.0028926667
0.27024752,-100.0,0.0028703655
1.0197608,-34.10589,0.0028482217
1.3978322,-9.362934,0.0028262343
1.2667512,-100.0,0.0028044025
0.6742633,-100.0,0.0027827248
-0.16382107,-25.0302,0.0027612005
-0.9422346,-24.473982,0.0027398288
-1.3774446,2.1480908,0.0027186086
0.0,20.293404,0.002697539
-0.81372696,-100.0,0.0026766188
-1.3310585,12.793928,0.0026558475
-1.3635597,30.326681,0.0026352236
-0.89939207,-28.684708,0.0026147466
-0.10762607,16.510778,0.0025944156
0.7233421,35.183247,0.0025742291
1.2908372,-100.0,0.002554187
1.3881521,-100.0,0.0025342877
0.9798407,20.573938,0.0025145307
0.2146279,-100.0,0.002494915
-0.6287618,-37.79567,0.0024754396
-1.2431287,37.701534,0.0024561035
-1.4046931,-100.0,0.002436906
-1.0546061,-100.0,0.0024178463
-0.3203849,-26.290165,0.0023989233
1.9476585,-100.0,0.0023801364
1.1760055,-36.81712,0.0023614843
0.06529228,44.688416,0.0023429664
0.334573,-100.0,0.0023245818
1.5146627,-100.0,0.0023063298
1.6865344,0.09305265,0.0022882093
0.49995032,-100.0,0.0022702196
-0.27478036,-100.0,0.0022523596
0.4703768,-44.812344,0.002234629
1.4400306,-100.0,0.0022170264
0.9740011,-100.0,0.0021995513
-0.34023383,14.54836,0.0021822026
-0.5896349,-24.655031,0.00216498
0.45782644,2.5308537,0.002147882
0.99023104,34.672905,0.0021309082
0.0031415483,-31.508673,0.0021140575
0.0,-17.40208,0.0020973296
1.0586503,-1.4173393,0.0020807234
0.61992705,-6.614242,0.002064238
-0.46081394,14.374967,0.0020478729
-0.32263508,35.093464,0.002031627
0.9725078,-100.0,0.0020154996
1.5353048,-100.0,0.0019994902
0.61842394,-19.007566,0.0019835976
-0.20991214,-24.210768,0.0019678213
0.46634814,-6.820047,0.0019521606
1.6828219,37.871014,0.0019366145
1.6100724,-100.0,0.0019211824
0.42956284,-5.9771,0.0019058635
0.047470048,23.320677,0.0018906571
1.0964264,-100.0,0.0018755624
1.9402552,-100.0,0.0018605787
1.9271185,-44.670704,0.0018457052
1.4860238,-100.0,0.0018309413
0.40752158,-100.0,0.0018162861
-0.7253371,4.60639,0.0018017391
-1.3470083,-100.0,0.0017872994
-1.2402295,-6.8123055,0.0017729664
-0.63230956,14.600059,0.0017587392
-0.004642824,-100.0,0.0017446174
0.24767832,-44.85769,0.0017305999
0.07397664,24.288774,0.0017166864
-0.22726515,-100.0,0.0017028761
-0.2530066,-27.538036,0.0016891682
0.18507431,-12.822086,0.001675562
0.89241177,-100.0,0.0016620569
1.3973695,-44.493797,0.0016486523
1.2662818,7.266582,0.0016353474
0.0,-32.09628,0.0016221415
-0.25531307,-14.952254,0.001609034
-0.14429146,14.215371,0.0015960243
0.4061475,-100.0,0.0015831117
1.0905962,-100.0,0.0015702955
1.4139075,-27.69223,0.0015575751
1.0315402,-38.67945,0.0015449498
0.011632301,24.677837,0.001532419
-1.1642612,44.607048,0.001519982
-1.873693,-100.0,0.0015076384
-1.7290906,2.6994615,0.0014953872
-0.81548774,43.56877,0.001483228
0.36345798,-100.0,0.0014711602
1.1957735,-44.141598,0.001459183
1.3268447,-22.702864,0.001447296
0.8466867,-28.173332,0.0014354985
1.4142135,-14.4791155,0.0014237898
0.9417975,37.261253,0.0014121694
-0.15983082,-100.0,0.0014006367
-1.1546767,-100.0,0.001389191
-1.3780862,-16.177984,0.0013778319
-0.68080026,-100.0,0.0013665586
0.47132644,-31.189827,0.0013553706
1.3085613,37.89907,0.0013442673
1.2715499,-100.0,0.0013332482
0.3850197,-100.0,0.0013223126
-0.75874114,-18.245586,0.0013114599
-1.3955891,-44.50664,0.0013006898
-1.100048,5.1972227,0.0012900014
-0.06956781,27.998167,0.0012793944
1.0073904,-100.0,0.001268868
1.4113139,-100.0,0.0012584218
0.0,15.1093445,0.0012480553
1.0549964,-100.0,0.0012377677
1.4051527,-18.56725,0.0012275587
0.8165304,15.499265,0.0012174277
-0.3176136,-100.0,0.001207374
-1.2395608,-5.637936,0.0011973974
-1.3333609,38.23418,0.0011874969
-0.5363464,-100.0,0.0011776724
0.6189997,-100.0,0.0011679232
1.3607938,-0.1006866,0.0011582487
1.1934453,-24.732698,0.0011486486
0.22875942,-10.905388,0.0011391222
-0.8887601,44.533096,0.0011296689
-1.4125015,-100.0,0.0011202884
-0.99255455,-11.949089,0.00111098
0.09051524,24.27326,0.0011017434
2.3808525,-100.0,0.001092578
0.66871035,-32.47286,0.0010834833
-0.66836435,27.790577,0.0010744588
1.104973,-100.0,0.001065504
1.8866723,-100.0,0.0010566185
0.40856534,-13.716585,0.0010478017
0.15387118,-100.0,0.0010390531
0.97421753,-43.980824,0.0010303722
0.84121644,12.661667,0.0010217588
0.84799165,-100.0,0.001013212
1.0438969,-33.50088,0.0010047316
0.13354543,19.47116,0.0009963171
0.11557065,-100.0,0.0009879681
1.7009773,-100.0,0.000979684
1.2514766,5.9399595,0.0009714643
-0.76627797,-100.0,0.00096330873
0.0,-4.363215,0.0009552167
-0.058407534,32.712456,0.00094718783
-0.64204234,-40.266384,0.0009392216
0.095324576,-17.910984,0.0009313176
0.8857329,18.191673,0.0009234754
-0.66857,-44.27195,0.0009156946
-1.4765764,-28.072725,0.0009079746
0.57058334,25.543829,0.0009003151
0.9980876,-100.0,0.0008927157
-1.3430326,-4.7883286,0.0008851759
-1.3987516,42.33894,0.0008776953
0.70952433,-37.888065,0.0008702734
0.31619588,-8.855816,0.0008629099
-1.3218828,37.697712,0.00085560424
-0.80860007,-100.0,0.00084835617
0.0028867081,11.960798,0.0008411652
1.4142135,44.57972,0.00083403086
-0.27219403,-100.0,0.0008269528
-1.309435,-100.0,0.00081993063
0.7762486,1.6942734,0.00081296393
1.0106256,-25.784662,0.0008060523
-1.1652793,12.024586,0.0007991953
-0.56206244,26.63843,0.00079239265
1.3816398,-100.0,0.0007856438
0.030213326,-40.67967,0.00077894854
-1.3932701,25.69215,0.0007723063
0.50611275,-100.0,0.00076571683
1.1984469,-42.377678,0.00075917965
-0.96744347,-9.071378,0.00075269444
-0.8260387,-100.0,0.0007462608
1.2854192,-100.0,0.0007398784
0.33122885,-40.99825,0.0007335468
0.0,-38.2015,0.00072726567
1.3877717,22.17341,0.0007210346
-0.5342095,40.584732,0.0007148533
-1.1821328,-30.46051,0.00070872135
0.9892603,-8.559396,0.0007026384
0.8013266,28.26182,0.0006966041
-1.2977233,-3.7888994,0.00069061806
-0.3017803,20.678339,0.00068468
1.4138908,39.24111,0.00067878945
-0.24248347,-100.0,0.0006729462
-1.3205491,-100.0,0.0006671498
0.7508163,-6.6461444,0.0006614
1.0315295,-100.0,0.0006556963
-1.1478937,-35.176792,0.00065003854
-0.58965874,-3.6878295,0.00064442627
1.3748772,-100.0,0.0006388592
1.4142135,-100.0,0.0006333369
1.3159537,25.004393,0.0006278592
1.0348284,-100.0,0.0006224257
0.609903,-100.0,0.000617036
0.100225136,40.62706,0.0006116899
-0.42338002,-100.0,0.000606387
-0.8881521,8.144271,0.0006011269
-1.2295063,36.31411,0.0005959095
-1.4000077,-20.499493,0.0005907343
-1.3759634,26.869429,0.0005856011
-1.1607149,40.59848,0.0005805095
-0.7841729,-100.0,0.0005754592
-0.2986619,-100.0,0.0005704499
0.2283513,-32.71766,0.0005654814
0.7236327,-33.608128,0.0005605532
1.1183578,-19.192835,0.0005556652
0.0,-2.0012772,0.00055081694
0.5179438,-100.0,0.00054600823
0.963914,-100.0,0.0005412387
1.2759383,-35.82642,0.0005365081
1.4106576,-31.58814,0.0005318161
1.3493514,-15.611769,0.00052716245
1.1005388,17.917648,0.0005225468
0.69879496,-100.0,0.00051796896
0.19994625,-100.0,0.0005134286
-0.3266871,-12.5891285,0.00050892547
-0.80792385,-100.0,0.0005044592
-1.1768912,-100.0,0.00050002954
-1.3823173,-18.25339,0.0004956363
-1.395656,-12.506025,0.0004912791
-1.2150538,3.8382773,0.00048695772
-0.86560726,25.159063,0.0004826719
1.9510291,-100.0,0.00047842134
1.2256653,-17.628008,0.00047420576
-0.11423153,37.572765,0.00047002497
-0.6232839,-100.0,0.0004658786
-0.063297674,1.4175866,0.0004617665
0.3690657,40.50813,0.0004576883
-0.31732562,-30.751638,0.00045364382
-1.5416116,-12.1664095,0.0004496328
-1.8441164,31.925247,0.0004456549
-0.752721,-25.757849,0.00044170997
0.59023565,15.259623,0.00043779772
0.8554422,41.990303,0.0004339179
0.16961448,-100.0,0.00043007027
-0.13888238,-16.680279,0.00042625456
0.65500474,0.47518647,0.00042247053
1.6714565,-100.0,0.00041871797
0.0,-44.503864,0.0004149966
0.49592143,-22.796175,0.00041130622
-0.11053539,-100.0,0.00040764656
-1.4056486,-26.455656,0.0004040174
-1.924087,17.507658,0.00040041847
-1.0060846,-100.0,0.0003968496
0.35028455,-100.0,0.0003933105
0.7451567,-26.494308,0.000389801
0.12146513,-37.072144,0.0003863208
-0.24836354,-4.6757636,0.00038286974
0.5003699,25.530085,0.00037944753
1.6306512,-100.0,0.000376054
1.7136534,-26.378557,0.00037268893
0.4726029,33.195786,0.00036935206
-0.8262542,-31.652718,0.0003660432
-0.94819957,-7.284056,0.00036276213
1.4142135,19.155783,0.00035950862
0.8980029,-100.0,0.0003562825
-0.2737787,-100.0,0.00035308348
-1.2456931,-5.0794206,0.0003499114
-1.3082114,-8.334418,0.00034676606
-0.41569352,6.9548855,0.0003436472
0.78029406,43.891556,0.0003405547
1.406642,-100.0,0.00033748825
1.006096,-16.167776,0.00033444772
-0.12893228,9.992636,0.00033143288
-1.1698359,-42.3895,0.00032844354
-1.3567218,-11.633797,0.00032547952
-0.55315715,27.846113,0.00032254055
0.6542299,-19.695503,0.0003196265
1.3840082,-2.8541825,0.00031673716
1.103416,17.111404,0.00031387236
0.0,-100.0,0.00031103185
1.0925158,-36.044514,0.00030821547
1.38746,24.952246,0.00030542302
0.6695138,-100.0,0.00030265434
-0.5371989,-22.89009,0.0002999092
-1.3517392,44.37159,0.00029718745
-1.1794665,-100.0,0.00029448888
-0.14614536,-36.81262,0.00029181334
0.99386656,35.184586,0.0002891606
1.408324,-41.05976,0.00028653056
0.7946597,-8.003568,0.00028392294
-0.39913172,13.913076,0.00028133762
-1.3015442,-100.0,0.00027877442
-1.2537875,-13.026696,0.00027623316
-0.2907258,35.014908,0.00027371367
0.8845751,-100.0,0.00027121577
2.3228157,-25.550463,0.00026873927
1.4179795,13.282793,0.00026628404
0.22734226,-100.0,0.00026384988
0.41781187,-100.0,0.00026143665
0.7373748,22.27047,0.00025904414
-0.28530836,-100.0,0.0002566722
-1.2393203,-100.0,0.0002543207
-0.46336943,10.807249,0.00025198946
0.69299,-100.0,0.00024967833
0.36076453,-100.0,0.0002473871
-0.4199333,-14.05176,0.00024511563
0.045420587,-100.0,0.0002428638
0.6533853,-100.0,0.0002406314
-0.34914312,1.2068759,0.00023841832
-1.8083638,-100.0,0.00023622437
-1.6909045,-7.8183746,0.00023404941
0.0,10.824385,0.0002318933
-1.0445608,-37.835,0.00022975587
-0.4370176,0.59031516,0.00022763698
0.4690107,31.40352,0.00022553647
0.10289637,-100.0,0.0002234542
-0.24223723,-7.6577587,0.00022139002
0.9352993,40.81301,0.00021934378
2.1841094,-100.0,0.00021731535
1.6850183,-100.0,0.00021530458
0.6144788,-25.668297,0.00021331132
0.777243,-100.0,0.00021133543
1.1578828,-44.85713,0.00020937675
0.10467662,25.689533,0.0002074352
-1.1881313,-100.0,0.00020551057
-0.7889838,-32.908607,0.00020360276
0.31889096,16.442533,0.00020171163
2.4137614,-23.770435,0.00019983706
0.7534468,7.6118894,0.00019797888
-0.6534648,31.864199,0.00019613697
0.682019,-100.0,0.00019431121
1.2217822,-100.0,0.00019250147
0.29331392,-13.417838,0.0001907076
0.25796926,-100.0,0.00018892947
-0.11024138,-100.0,0.00018716697
-1.1396564,7.702502,0.00018541995
-0.17734252,-40.883865,0.0001836883
0.90714556,-8.567869,0.0001819719
-0.9986355,21.695843,0.00018027061
-2.3022828,-100.0,0.00017858432
-0.4327818,-100.0,0.00017691289
0.40012622,-26.935171,0.00017525621
-1.0251012,-100.0,0.00017361414
0.0,-19.470943,0.0001719866
-0.19263987,32.046856,0.00017037343
-1.1947371,-100.0,0.00016877452
-0.44648308,14.851693,0.00016718978
0.7827429,30.53101,0.00016561906
-0.8872628,-37.423424,0.00016406225
-2.3856606,29.083996,0.00016251925
-0.60060465,43.5246,0.00016098993
0.524284,-100.0,0.00015947419
-0.87680197,-100.0,0.00015797192
-1.2209047,-30.46819,0.00015648299
-0.40854403,-100.0,0.0001550073
-0.5060276,-100.0,0.00015354475
0.0491646,-0.794747,0.0001520952
1.0573508,-100.0,0.00015065858
-0.11707715,-100.0,0.00014923477
2.000402,23.193367,0.00014782365
0.36226156,-100.0,0.00014642513
-1.2559954,-100.0,0.0001450391
-0.37298104,-0.00089626556,0.00014366544
-0.10143475,-100.0,0.00014230407
-0.7793293,11.716628,0.00014095489
0.5752763,32.73448,0.00013961777
1.8993244,-42.250515,0.00013829263
0.039404515,-20.415922,0.00013697936
-1.6587825,25.39143,0.00013567788
-0.46085334,-100.0,0.00013438807
0.31359258,-100.0,0.00013310983
-0.31420633,15.49904,0.00013184309
0.62128043,-100.0,0.00013058774
1.6150523,-100.0,0.00012934367
-0.31445757,38.28264,0.00012811078
0.0,-100.0,0.00012688902
-0.15780511,-100.0,0.00012567826
1.3505217,-8.349975,0.0001244784
1.060047,-100.0,0.00012328938
-1.3966691,-30.396597,0.00012211109
-1.4848851,9.131451,0.00012094344
0.46202475,-13.904027,0.000119786346
0.5171283,0.31296396,0.00011863971
-0.005753949,18.119034,0.00011750345
1.0303427,-100.0,0.00011637748
0.6676635,-100.0,0.000115261704
-1.6018237,2.2638288,0.00011415604
-1.4217969,-100.0,0.00011306041
0.8551156,-20.601534,0.00011197472
0.94987416,-5.864869,0.00011089888
-0.038181335,-100.0,0.00010983282
1.9389137,-100.0,0.000108776454
0.4731885,-27.480022,0.00010772969
-0.5210452,-100.0,0.00010669246
0.4311413,24.976276,0.00010566467
-0.52780604,40.3494,0.00010464625
-1.9342201,-100.0,0.00010363711
-0.41108745,-100.0,0.00010263718
0.6134954,-34.024097,0.00010164638
-0.34465915,-24.5145,0.00010066462
0.57441956,9.933087,9.969184e-05
1.9201845,41.47286,9.872795e-05
0.34209597,-100.0,9.777288e-05
-0.70759165,-100.0,9.682655e-05
0.26244122,-17.992321,9.58889e-05
-0.61258596,-100.0,9.495983e-05
-1.8969431,-100.0,9.403929e-05
0.0,33.956726,9.312719e-05
0.33679086,-31.539795,9.2223476e-05
-1.5032082,12.940564,9.132805e-05
-1.4721153,27.244715,9.0440866e-05
0.4158632,-43.510666,8.9561836e-05
0.09438327,-27.83979,8.86909e-05
-0.26338342,30.670912,8.7827975e-05
1.5252663,-100.0,8.697301e-05
1.4322816,-100.0,8.612592e-05
-0.4998375,-33.228107,8.528664e-05
-0.18784405,-100.0,8.445512e-05
0.19634889,-39.49252,8.363127e-05
-1.538083,24.784393,8.281503e-05
-1.3840859,-100.0,8.200634e-05
0.5879033,-100.0,8.120514e-05
0.27946877,37.983192,8.0411344e-05
1.4142135,-100.0,7.96249e-05
0.34782735,-100.0,7.884575e-05
-1.2431165,-41.032085,7.807382e-05
-0.95931906,-100.0,7.730905e-05
0.77122545,-14.05446,7.655138e-05
1.3386865,31.570372,7.580076e-05
-0.11272268,-13.100245,7.5057105e-05
-1.394135,22.788715,7.432036e-05
-0.5730553,37.222557,7.359048e-05
1.1122478,-100.0,7.286739e-05
1.1201725,-100.0,7.215104e-05
-0.5612326,0.114141755,7.144136e-05
-1.396244,-28.862947,7.07383e-05
-0.12558277,-2.1848054,7.00418e-05
1.3344696,21.634018,6.935181e-05
0.7820112,-100.0,6.866826e-05
0.0,-12.512109,6.7991095e-05
-1.3707721,39.357845,6.732027e-05
-0.6742857,-100.0,6.665572e-05
1.0390894,-100.0,6.599739e-05
1.1854161,-38.57051,6.534523e-05
-0.45598078,-100.0,6.469918e-05
-1.409714,-20.976046,6.40592e-05
-0.23746058,40.284748,6.3425214e-05
1.2929066,-100.0,6.279718e-05
0.87344414,-100.0,6.217505e-05
-0.8632576,39.492954,6.155877e-05
-1.2980824,-100.0,6.094829e-05
0.22472808,-100.0,6.034355e-05
1.4086267,-38.382137,5.9744503e-05
0.4681784,-13.400729,5.9151105e-05
-1.1783286,12.613148,5.85633e-05
1.4142135,27.450296,5.7981037e-05
0.9554728,-100.0,5.7404268e-05
-0.123137936,-17.716381,5.683295e-05
-1.121862,16.439356,5.6267025e-05
-1.3927699,-100.0,5.5706452e-05
-0.760108,-31.64122,5.515118e-05
0.36567953,0.8269552,5.4601165e-05
1.2542298,-100.0,5.405636e-05
1.3290893,22.966688,5.3516716e-05
0.54169226,39.270992,5.298219e-05
-0.5971316,-100.0,5.2452728e-05
-1.3485619,-30.202398,5.1928295e-05
-1.2251028,13.824183,5.1408842e-05
-0.30684918,-100.0,5.0894327e-05
0.81047505,-32.98293,5.03847e-05
1.4019977,11.076249,4.9879924e-05
0.0,-100.0,4.937995e-05
1.0426273,-43.154102,4.8884736e-05
1.4088424,7.1776714,4.8394242e-05
0.8610607,-100.0,4.7908423e-05
-0.24534053,-100.0,4.7427242e-05
-1.1925753,-34.588764,4.695065e-05
-1.3661181,-100.0,4.647861e-05
-0.65338165,-100.0,4.601108e-05
0.4832409,20.799547,4.554802e-05
1.3063574,-100.0,4.508939e-05
1.2819649,-9.513473,4.4635148e-05
0.4258882,10.073136,4.4185257e-05
-0.7064865,-14.489754,4.3739677e-05
-1.380523,10.00457,4.329837e-05
-1.158935,44.782978,4.286129e-05
-0.18547933,-24.762766,4.242841e-05
2.0058534,-2.1475766,4.1999687e-05
0.37376177,42.392155,4.1575084e-05
0.52745956,-100.0,4.1154562e-05
1.6071732,-100.0,4.0738083e-05
-0.39848858,7.6135364,4.0325613e-05
0.12119036,-100.0,3.9917115e-05
0.6618766,-26.335335,3.9512553e-05
-1.3807853,27.08347,3.9111892e-05
-0.37609404,-100.0,3.8715094e-05
-0.2508304,-10.438503,3.8322127e-05
-1.9713174,33.555878,3.7932954e-05
-0.43108362,-25.567736,3.754754e-05
-0.62135327,26.887272,3.716585e-05
-1.7885709,42.077965,3.6787853e-05
0.16272475,-100.0,3.6413516e-05
-0.3545905,-39.850098,3.6042802e-05
0.0,-13.398573,3.567568e-05
1.0973487,-100.0,3.5312118e-05
-0.40646458,-100.0,3.4952078e-05
1.0667038,-7.8591013,3.4595534e-05
1.5120941,-31.16295,3.4242454e-05
-0.008570834,-8.844478,3.38928e-05
1.5703661,16.656279,3.354655e-05
1.2286569,-19.788338,3.320366e-05
-0.21302174,2.97297,3.286411e-05
1.3251516,26.32158,3.2527867e-05
0.28023294,-100.0,3.2194897e-05
-0.84972143,-36.341908,3.1865176e-05
0.63692045,15.012321,3.1538668e-05
-0.85241926,-100.0,3.1215346e-05
-1.3908565,-100.0,3.089518e-05
0.076250836,-2.029761,3.057814e-05
2.3609014,-100.0,3.0264202e-05
0.534057,-43.490547,2.9953331e-05
-0.9652177,38.980682,2.9645502e-05
0.03383418,-24.984531,2.9340687e-05
-0.13445613,-1.1581889,2.9038856e-05
-0.76844704,29.247845,2.8739983e-05
-0.2460077,-44.585743,2.8444043e-05
-0.8840718,-14.494617,2.8151004e-05
-0.99315584,7.253011,2.7860842e-05
1.465526,-25.228567,2.757353e-05
1.8763297,14.41892,2.728904e-05
-0.3631117,38.8582,2.7007347e-05
-0.25108877,-37.8866,2.6728425e-05
0.78694427,-20.525473,2.6452248e-05
-0.20617482,24.729076,2.6178792e-05
-0.63872194,-29.156658,2.590803e-05
0.0,-0.9380639,2.5639936e-05
-0.40563053,38.110107,2.5374486e-05
0.1896053,-44.308975,2.5111656e-05
-1.0627619,-20.105373,2.4851422e-05
-1.965379,8.319351,2.4593759e-05
0.48040608,-25.498219,2.4338642e-05
1.6726145,1.5715353,2.408605e-05
0.036746137,25.916258,2.3835955e-05
0.060242757,-100.0,2.3588336e-05
0.8956808,-34.70759,2.3343171e-05
0.18917836,43.932358,2.3100436e-05
0.17118022,-100.0,2.2860107e-05
-0.03612767,-100.0,2.2622164e-05
-1.8960016,-7.5077505,2.2386583e-05
-1.3854212,-100.0,2.2153341e-05
1.1086613,-100.0,2.1922417e-05
1.4142135,-13.698112,2.169379e-05
0.72648615,-100.0,2.1467435e-05
-0.66781694,-100.0,2.1243335e-05
-1.4126056,37.93595,2.1021466e-05
-0.78350335,-100.0,2.0801808e-05
0.6076292,24.790882,2.058434e-05
1.4077855,41.30486,2.0369042e-05
0.8387389,-5.5730934,2.015589e-05
-0.54605967,13.077435,1.994487e-05
-1.3997642,41.171246,1.9735955e-05
-0.89206725,-100.0,1.952913e-05
0.48324844,-29.3879,1.9324372e-05
1.3885599,36.624397,1.9121664e-05
0.94336706,-44.635574,1.8920986e-05
-0.41933838,-19.011623,1.8722318e-05
-1.3741981,30.76893,1.8525641e-05
0.0,-100.0,1.8330937e-05
1.2133498,-16.672342,1.8138186e-05
1.2466036,41.920353,1.7947368e-05
0.06741885,-33.955383,1.7758468e-05
-1.177337,-0.9807041,1.7571467e-05
-1.2770226,24.35157,1.7386345e-05
-0.1346844,-100.0,1.7203085e-05
1.138647,-100.0,1.7021672e-05
1.3045378,12.595438,1.6842083e-05
0.20164368,-100.0,1.6664304e-05
-1.0973678,-100.0,1.6488319e-05
-1.3290865,16.87288,1.6314107e-05
-0.26814443,-100.0,1.6141654e-05
1.0535932,-100.0,1.5970942e-05
1.350613,29.21262,1.5801954e-05
0.33403543,-100.0,1.5634674e-05
2.0025785,-100.0,1.5469086e-05
0.41247138,20.63534,1.5305173e-05
0.6350114,-100.0,1.514292e-05
1.8821859,-100.0,1.498231e-05
0.07514909,-19.411654,1.4823328e-05
0.7274922,-100.0,1.4665957e-05
1.537206,-100.0,1.4510183e-05
-0.33933014,-40.412884,1.435599e-05
0.69782484,-31.378635,1.4203363e-05
1.0138704,11.596674,1.4052286e-05
-0.7757438,40.316193,1.3902746e-05
0.57402736,-33.72053,1.3754726e-05
0.38172078,-16.406937,1.3608213e-05
-1.1692725,23.190153,1.3463191e-05
0.39786568,-44.128933,1.3319646e-05
-0.27644762,-11.72612,1.3177565e-05
0.0,6.7328844,1.3036933e-05
0.6816755,-100.0,1.2897734e-05
-1.2123433,-12.617713,1.2759958e-05
-0.11618986,42.32266,1.2623588e-05
0.108488806,-100.0,1.2488612e-05
-1.6253731,-26.087492,1.2355015e-05
